trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,timepoint,shape_dist_traveled,continuous_pickup,continuous_drop_off
trip_2603280921_54829,06:06:00,06:06:00,stop_2603280916_56814,3,,,,,,
trip_2603280921_54829,06:08:00,06:08:00,stop_2603280916_28789,4,,,,,,
trip_2603280921_54829,06:10:00,06:10:00,stop_2603280916_35966,5,,,,,,
trip_2603280921_54829,06:12:00,06:12:00,stop_2603280916_98384,6,,,,,,
trip_2603280916_74546,08:00:00,08:00:00,stop_2603280916_09398,0,,,,,,
trip_2603280916_74546,08:02:00,08:02:00,stop_2603280916_17311,1,,,,,,
trip_2603280916_74546,08:04:00,08:04:00,stop_2603280916_92675,2,,,,,,
trip_2603280916_74546,08:06:00,08:06:00,stop_2603280916_10511,3,,,,,,
trip_2603280916_74546,08:08:00,08:08:00,stop_2603280916_17471,4,,,,,,
trip_2603280916_74546,08:10:00,08:10:00,stop_2603280916_09113,5,,,,,,
trip_2603280916_74546,08:12:00,08:12:00,stop_2603280916_63052,6,,,,,,
trip_2603280916_74546,08:14:00,08:14:00,stop_2603280916_48124,7,,,,,,
trip_2603280916_74546,08:16:00,08:16:00,stop_2603280916_74961,8,,,,,,
trip_2603280916_74546,08:18:00,08:18:00,stop_2603280916_88095,9,,,,,,
trip_2603280916_74546,08:20:00,08:20:00,stop_2603280916_74603,10,,,,,,
trip_2603280916_74546,08:22:00,08:22:00,stop_2603280916_05964,11,,,,,,
trip_2603280921_52025,06:00:00,06:00:00,stop_2603280916_09398,0,,,,,,
trip_2603280921_52025,06:02:00,06:02:00,stop_2603280916_17311,1,,,,,,
trip_2603280921_52025,06:04:00,06:04:00,stop_2603280916_92675,2,,,,,,
trip_2603280921_52025,06:06:00,06:06:00,stop_2603280916_10511,3,,,,,,
trip_2603280921_52025,06:08:00,06:08:00,stop_2603280916_17471,4,,,,,,
trip_2603280921_52025,06:10:00,06:10:00,stop_2603280916_09113,5,,,,,,
trip_2603280921_52025,06:12:00,06:12:00,stop_2603280916_63052,6,,,,,,
trip_2603280921_52025,06:14:00,06:14:00,stop_2603280916_48124,7,,,,,,
trip_2603280921_52025,06:16:00,06:16:00,stop_2603280916_74961,8,,,,,,
trip_2603280921_52025,06:18:00,06:18:00,stop_2603280916_88095,9,,,,,,
trip_2603280921_52025,06:20:00,06:20:00,stop_2603280916_74603,10,,,,,,
trip_2603280921_52025,06:22:00,06:22:00,stop_2603280916_05964,11,,,,,,
trip_2603280921_64722,06:00:00,06:00:00,stop_2603280916_09398,0,,,,,,
trip_2603280921_64722,06:02:00,06:02:00,stop_2603280916_17311,1,,,,,,
trip_2603280921_64722,06:04:00,06:04:00,stop_2603280916_92675,2,,,,,,
trip_2603280921_64722,06:06:00,06:06:00,stop_2603280916_10511,3,,,,,,
trip_2603280921_64722,06:08:00,06:08:00,stop_2603280916_17471,4,,,,,,
trip_2603280921_64722,06:10:00,06:10:00,stop_2603280916_09113,5,,,,,,
trip_2603280921_64722,06:12:00,06:12:00,stop_2603280916_63052,6,,,,,,
trip_2603280921_64722,06:14:00,06:14:00,stop_2603280916_48124,7,,,,,,
trip_2603280921_64722,06:16:00,06:16:00,stop_2603280916_74961,8,,,,,,
trip_2603280921_64722,06:18:00,06:18:00,stop_2603280916_88095,9,,,,,,
trip_2603280921_64722,06:20:00,06:20:00,stop_2603280916_74603,10,,,,,,
trip_2603280921_64722,06:22:00,06:22:00,stop_2603280916_05964,11,,,,,,
trip_2603280916_12109,08:00:00,08:00:00,stop_2603280916_08186,0,,,,,,
trip_2603280916_12109,08:02:00,08:02:00,stop_2603280916_07486,1,,,,,,
trip_2603280916_12109,08:04:00,08:04:00,stop_2603280916_10437,2,,,,,,
trip_2603280916_12109,08:06:00,08:06:00,stop_2603280916_76423,3,,,,,,
trip_2603280916_12109,08:08:00,08:08:00,stop_2603280916_04693,4,,,,,,
trip_2603280916_12109,08:10:00,08:10:00,stop_2603280916_57628,5,,,,,,
trip_2603280916_12109,08:12:00,08:12:00,stop_2603280916_05549,6,,,,,,
trip_2603280916_12109,08:14:00,08:14:00,stop_2603280916_98438,7,,,,,,
trip_2603280916_12109,08:16:00,08:16:00,stop_2603280916_49518,8,,,,,,
trip_2603280916_12109,08:18:00,08:18:00,stop_2603280916_59118,9,,,,,,
trip_2603280916_12109,08:20:00,08:20:00,stop_2603280916_78437,10,,,,,,
trip_2603280916_12109,08:22:00,08:22:00,stop_2603280916_17902,11,,,,,,
trip_2603280921_55785,06:00:00,06:00:00,stop_2603280916_08186,0,,,,,,
trip_2603280921_55785,06:02:00,06:02:00,stop_2603280916_07486,1,,,,,,
trip_2603280921_55785,06:04:00,06:04:00,stop_2603280916_10437,2,,,,,,
trip_2603280921_55785,06:06:00,06:06:00,stop_2603280916_76423,3,,,,,,
trip_2603280921_55785,06:08:00,06:08:00,stop_2603280916_04693,4,,,,,,
trip_2603280921_55785,06:10:00,06:10:00,stop_2603280916_57628,5,,,,,,
trip_2603280921_55785,06:12:00,06:12:00,stop_2603280916_05549,6,,,,,,
trip_2603280921_55785,06:14:00,06:14:00,stop_2603280916_98438,7,,,,,,
trip_2603280921_55785,06:16:00,06:16:00,stop_2603280916_49518,8,,,,,,
trip_2603280921_55785,06:18:00,06:18:00,stop_2603280916_59118,9,,,,,,
trip_2603280921_55785,06:20:00,06:20:00,stop_2603280916_78437,10,,,,,,
trip_2603280921_55785,06:22:00,06:22:00,stop_2603280916_17902,11,,,,,,
trip_2603280921_13245,06:00:00,06:00:00,stop_2603280916_08186,0,,,,,,
trip_2603280921_13245,06:02:00,06:02:00,stop_2603280916_07486,1,,,,,,
trip_2603280921_13245,06:04:00,06:04:00,stop_2603280916_10437,2,,,,,,
trip_2603280921_13245,06:06:00,06:06:00,stop_2603280916_76423,3,,,,,,
trip_2603280921_13245,06:08:00,06:08:00,stop_2603280916_04693,4,,,,,,
trip_2603280921_13245,06:10:00,06:10:00,stop_2603280916_57628,5,,,,,,
trip_2603280921_13245,06:12:00,06:12:00,stop_2603280916_05549,6,,,,,,
trip_2603280921_13245,06:14:00,06:14:00,stop_2603280916_98438,7,,,,,,
trip_2603280921_13245,06:16:00,06:16:00,stop_2603280916_49518,8,,,,,,
trip_2603280921_13245,06:18:00,06:18:00,stop_2603280916_59118,9,,,,,,
trip_2603280921_13245,06:20:00,06:20:00,stop_2603280916_78437,10,,,,,,
trip_2603280921_13245,06:22:00,06:22:00,stop_2603280916_17902,11,,,,,,
trip_2603280916_81785,08:00:00,08:00:00,stop_2603280916_09398,0,,,,,,
trip_2603280916_81785,08:02:00,08:02:00,stop_2603280916_17311,1,,,,,,
trip_2603280916_81785,08:04:00,08:04:00,stop_2603280916_92675,2,,,,,,
trip_2603280916_81785,08:06:00,08:06:00,stop_2603280916_10511,3,,,,,,
trip_2603280916_81785,08:08:00,08:08:00,stop_2603280916_17471,4,,,,,,
trip_2603280916_81785,08:10:00,08:10:00,stop_2603280916_09113,5,,,,,,
trip_2603280916_81785,08:12:00,08:12:00,stop_2603280916_63052,6,,,,,,
trip_2603280916_81785,08:14:00,08:14:00,stop_2603280916_23156,7,,,,,,
trip_2603280916_81785,08:16:00,08:16:00,stop_2603280916_47071,8,,,,,,
trip_2603280916_81785,08:18:00,08:18:00,stop_2603280916_27198,9,,,,,,
trip_2603280916_81785,08:20:00,08:20:00,stop_2603280916_98854,10,,,,,,
trip_2603280916_81785,08:22:00,08:22:00,stop_2603280916_81369,11,,,,,,
trip_2603280916_81785,08:24:00,08:24:00,stop_2603280916_11489,12,,,,,,
trip_2603280916_81785,08:26:00,08:26:00,stop_2603280916_59425,13,,,,,,
trip_2603280921_33656,06:00:00,06:00:00,stop_2603280916_09398,0,,,,,,
trip_2603280921_33656,06:02:00,06:02:00,stop_2603280916_17311,1,,,,,,
trip_2603280921_33656,06:04:00,06:04:00,stop_2603280916_92675,2,,,,,,
trip_2603280921_33656,06:06:00,06:06:00,stop_2603280916_10511,3,,,,,,
trip_2603280921_33656,06:08:00,06:08:00,stop_2603280916_17471,4,,,,,,
trip_2603280921_33656,06:10:00,06:10:00,stop_2603280916_09113,5,,,,,,
trip_2603280921_33656,06:12:00,06:12:00,stop_2603280916_63052,6,,,,,,
trip_2603280921_33656,06:14:00,06:14:00,stop_2603280916_23156,7,,,,,,
trip_2603280921_33656,06:16:00,06:16:00,stop_2603280916_47071,8,,,,,,
trip_2603280921_33656,06:18:00,06:18:00,stop_2603280916_27198,9,,,,,,
trip_2603280921_33656,06:20:00,06:20:00,stop_2603280916_98854,10,,,,,,
trip_2603280921_33656,06:22:00,06:22:00,stop_2603280916_81369,11,,,,,,
trip_2603280921_33656,06:24:00,06:24:00,stop_2603280916_11489,12,,,,,,
trip_2603280921_33656,06:26:00,06:26:00,stop_2603280916_59425,13,,,,,,
trip_2603280921_32557,06:00:00,06:00:00,stop_2603280916_09398,0,,,,,,
trip_2603280921_32557,06:02:00,06:02:00,stop_2603280916_17311,1,,,,,,
trip_2603280921_32557,06:04:00,06:04:00,stop_2603280916_92675,2,,,,,,
trip_2603280921_32557,06:06:00,06:06:00,stop_2603280916_10511,3,,,,,,
trip_2603280921_32557,06:08:00,06:08:00,stop_2603280916_17471,4,,,,,,
trip_2603280921_32557,06:10:00,06:10:00,stop_2603280916_09113,5,,,,,,
trip_2603280921_32557,06:12:00,06:12:00,stop_2603280916_63052,6,,,,,,
trip_2603280921_32557,06:14:00,06:14:00,stop_2603280916_23156,7,,,,,,
trip_2603280921_32557,06:16:00,06:16:00,stop_2603280916_47071,8,,,,,,
trip_2603280921_32557,06:18:00,06:18:00,stop_2603280916_27198,9,,,,,,
trip_2603280921_32557,06:20:00,06:20:00,stop_2603280916_98854,10,,,,,,
trip_2603280921_32557,06:22:00,06:22:00,stop_2603280916_81369,11,,,,,,
trip_2603280921_32557,06:24:00,06:24:00,stop_2603280916_11489,12,,,,,,
trip_2603280921_32557,06:26:00,06:26:00,stop_2603280916_59425,13,,,,,,
trip_2603280916_40061,08:00:00,08:00:00,stop_2603280916_80828,0,,,,,,
trip_2603280916_40061,08:02:00,08:02:00,stop_2603280916_27515,1,,,,,,
trip_2603280916_40061,08:04:00,08:04:00,stop_2603280916_19271,2,,,,,,
trip_2603280916_40061,08:06:00,08:06:00,stop_2603280916_76068,3,,,,,,
trip_2603280916_40061,08:08:00,08:08:00,stop_2603280916_79695,4,,,,,,
trip_2603280916_40061,08:10:00,08:10:00,stop_2603280916_81106,5,,,,,,
trip_2603280916_40061,08:12:00,08:12:00,stop_2603280916_45159,6,,,,,,
trip_2603280916_40061,08:14:00,08:14:00,stop_2603280916_63813,7,,,,,,
trip_2603280916_40061,08:16:00,08:16:00,stop_2603280916_69358,8,,,,,,
trip_2603280916_40061,08:18:00,08:18:00,stop_2603280916_20382,9,,,,,,
trip_2603280916_40061,08:20:00,08:20:00,stop_2603280916_13089,10,,,,,,
trip_2603280916_40061,08:22:00,08:22:00,stop_2603280916_91139,11,,,,,,
trip_2603280916_40061,08:24:00,08:24:00,stop_2603280916_90780,12,,,,,,
trip_2603280916_40061,08:26:00,08:26:00,stop_2603280916_73723,13,,,,,,
trip_2603280916_40061,08:28:00,08:28:00,stop_2603280916_42075,14,,,,,,
trip_2603280916_40061,08:30:00,08:30:00,stop_2603280916_20580,15,,,,,,
trip_2603280916_40061,08:32:00,08:32:00,stop_2603280916_60259,16,,,,,,
trip_2603280916_40061,08:34:00,08:34:00,stop_2603280916_57792,17,,,,,,
trip_2603280916_40061,08:36:00,08:36:00,stop_2603280916_41948,18,,,,,,
trip_2603280916_40061,08:38:00,08:38:00,stop_2603280916_75967,19,,,,,,
trip_2603280916_40061,08:40:00,08:40:00,stop_2603280916_08711,20,,,,,,
trip_2603280916_40061,08:42:00,08:42:00,stop_2603280916_01392,21,,,,,,
trip_2603280916_40061,08:44:00,08:44:00,stop_2603280916_98801,22,,,,,,
trip_2603280916_40061,08:46:00,08:46:00,stop_2603280916_97936,23,,,,,,
trip_2603280916_40061,08:48:00,08:48:00,stop_2603280916_16339,24,,,,,,
trip_2603280916_40061,08:50:00,08:50:00,stop_2603280916_47109,25,,,,,,
trip_2603280916_40061,08:52:00,08:52:00,stop_2603280916_89094,26,,,,,,
trip_2603280921_05397,06:00:00,06:00:00,stop_2603280916_80828,0,,,,,,
trip_2603280921_05397,06:02:00,06:02:00,stop_2603280916_27515,1,,,,,,
trip_2603280921_05397,06:04:00,06:04:00,stop_2603280916_19271,2,,,,,,
trip_2603280921_05397,06:06:00,06:06:00,stop_2603280916_76068,3,,,,,,
trip_2603280921_05397,06:08:00,06:08:00,stop_2603280916_79695,4,,,,,,
trip_2603280921_05397,06:10:00,06:10:00,stop_2603280916_81106,5,,,,,,
trip_2603280921_05397,06:12:00,06:12:00,stop_2603280916_45159,6,,,,,,
trip_2603280921_05397,06:14:00,06:14:00,stop_2603280916_63813,7,,,,,,
trip_2603280921_05397,06:16:00,06:16:00,stop_2603280916_69358,8,,,,,,
trip_2603280921_05397,06:18:00,06:18:00,stop_2603280916_20382,9,,,,,,
trip_2603280921_05397,06:20:00,06:20:00,stop_2603280916_13089,10,,,,,,
trip_2603280921_05397,06:22:00,06:22:00,stop_2603280916_91139,11,,,,,,
trip_2603280921_05397,06:24:00,06:24:00,stop_2603280916_90780,12,,,,,,
trip_2603280921_05397,06:26:00,06:26:00,stop_2603280916_73723,13,,,,,,
trip_2603280921_05397,06:28:00,06:28:00,stop_2603280916_42075,14,,,,,,
trip_2603280921_05397,06:30:00,06:30:00,stop_2603280916_20580,15,,,,,,
trip_2603280921_05397,06:32:00,06:32:00,stop_2603280916_60259,16,,,,,,
trip_2603280921_05397,06:34:00,06:34:00,stop_2603280916_57792,17,,,,,,
trip_2603280921_05397,06:36:00,06:36:00,stop_2603280916_41948,18,,,,,,
trip_2603280921_05397,06:38:00,06:38:00,stop_2603280916_75967,19,,,,,,
trip_2603280921_05397,06:40:00,06:40:00,stop_2603280916_08711,20,,,,,,
trip_2603280921_05397,06:42:00,06:42:00,stop_2603280916_01392,21,,,,,,
trip_2603280921_05397,06:44:00,06:44:00,stop_2603280916_98801,22,,,,,,
trip_2603280921_05397,06:46:00,06:46:00,stop_2603280916_97936,23,,,,,,
trip_2603280921_05397,06:48:00,06:48:00,stop_2603280916_16339,24,,,,,,
trip_2603280921_05397,06:50:00,06:50:00,stop_2603280916_47109,25,,,,,,
trip_2603280921_05397,06:52:00,06:52:00,stop_2603280916_89094,26,,,,,,
trip_2603280921_70061,06:00:00,06:00:00,stop_2603280916_80828,0,,,,,,
trip_2603280921_70061,06:02:00,06:02:00,stop_2603280916_27515,1,,,,,,
trip_2603280921_70061,06:04:00,06:04:00,stop_2603280916_19271,2,,,,,,
trip_2603280921_70061,06:06:00,06:06:00,stop_2603280916_76068,3,,,,,,
trip_2603280921_70061,06:08:00,06:08:00,stop_2603280916_79695,4,,,,,,
trip_2603280921_70061,06:10:00,06:10:00,stop_2603280916_81106,5,,,,,,
trip_2603280921_70061,06:12:00,06:12:00,stop_2603280916_45159,6,,,,,,
trip_2603280921_70061,06:14:00,06:14:00,stop_2603280916_63813,7,,,,,,
trip_2603280921_70061,06:16:00,06:16:00,stop_2603280916_69358,8,,,,,,
trip_2603280921_70061,06:18:00,06:18:00,stop_2603280916_20382,9,,,,,,
trip_2603280921_70061,06:20:00,06:20:00,stop_2603280916_13089,10,,,,,,
trip_2603280921_70061,06:22:00,06:22:00,stop_2603280916_91139,11,,,,,,
trip_2603280921_70061,06:24:00,06:24:00,stop_2603280916_90780,12,,,,,,
trip_2603280921_70061,06:26:00,06:26:00,stop_2603280916_73723,13,,,,,,
trip_2603280921_70061,06:28:00,06:28:00,stop_2603280916_42075,14,,,,,,
trip_2603280921_70061,06:30:00,06:30:00,stop_2603280916_20580,15,,,,,,
trip_2603280921_70061,06:32:00,06:32:00,stop_2603280916_60259,16,,,,,,
trip_2603280921_70061,06:34:00,06:34:00,stop_2603280916_57792,17,,,,,,
trip_2603280921_70061,06:36:00,06:36:00,stop_2603280916_41948,18,,,,,,
trip_2603280921_70061,06:38:00,06:38:00,stop_2603280916_75967,19,,,,,,
trip_2603280921_70061,06:40:00,06:40:00,stop_2603280916_08711,20,,,,,,
trip_2603280921_70061,06:42:00,06:42:00,stop_2603280916_01392,21,,,,,,
trip_2603280921_70061,06:44:00,06:44:00,stop_2603280916_98801,22,,,,,,
trip_2603280921_70061,06:46:00,06:46:00,stop_2603280916_97936,23,,,,,,
trip_2603280921_70061,06:48:00,06:48:00,stop_2603280916_16339,24,,,,,,
trip_2603280921_70061,06:50:00,06:50:00,stop_2603280916_47109,25,,,,,,
trip_2603280921_70061,06:52:00,06:52:00,stop_2603280916_89094,26,,,,,,
trip_2603280916_98221,08:00:00,08:00:00,stop_2603280916_80828,0,,,,,,
trip_2603280916_98221,08:02:00,08:02:00,stop_2603280916_27515,1,,,,,,
trip_2603280916_98221,08:04:00,08:04:00,stop_2603280916_19271,2,,,,,,
trip_2603280916_98221,08:06:00,08:06:00,stop_2603280916_76068,3,,,,,,
trip_2603280916_98221,08:08:00,08:08:00,stop_2603280916_79695,4,,,,,,
trip_2603280916_98221,08:10:00,08:10:00,stop_2603280916_81106,5,,,,,,
trip_2603280916_98221,08:12:00,08:12:00,stop_2603280916_45159,6,,,,,,
trip_2603280916_98221,08:14:00,08:14:00,stop_2603280916_63813,7,,,,,,
trip_2603280916_98221,08:16:00,08:16:00,stop_2603280916_69358,8,,,,,,
trip_2603280916_98221,08:18:00,08:18:00,stop_2603280916_20382,9,,,,,,
trip_2603280916_98221,08:20:00,08:20:00,stop_2603280916_13089,10,,,,,,
trip_2603280916_98221,08:22:00,08:22:00,stop_2603280916_71043,11,,,,,,
trip_2603280916_98221,08:24:00,08:24:00,stop_2603280916_32843,12,,,,,,
trip_2603280916_98221,08:26:00,08:26:00,stop_2603280916_24592,13,,,,,,
trip_2603280916_98221,08:28:00,08:28:00,stop_2603280916_79480,14,,,,,,
trip_2603280916_98221,08:30:00,08:30:00,stop_2603280916_70629,15,,,,,,
trip_2603280916_98221,08:32:00,08:32:00,stop_2603280916_90268,16,,,,,,
trip_2603280916_98221,08:34:00,08:34:00,stop_2603280916_74167,17,,,,,,
trip_2603280916_98221,08:36:00,08:36:00,stop_2603280916_25063,18,,,,,,
trip_2603280921_10374,06:00:00,06:00:00,stop_2603280916_80828,0,,,,,,
trip_2603280921_10374,06:02:00,06:02:00,stop_2603280916_27515,1,,,,,,
trip_2603280921_10374,06:04:00,06:04:00,stop_2603280916_19271,2,,,,,,
trip_2603280921_10374,06:06:00,06:06:00,stop_2603280916_76068,3,,,,,,
trip_2603280921_10374,06:08:00,06:08:00,stop_2603280916_79695,4,,,,,,
trip_2603280921_10374,06:10:00,06:10:00,stop_2603280916_81106,5,,,,,,
trip_2603280921_10374,06:12:00,06:12:00,stop_2603280916_45159,6,,,,,,
trip_2603280921_10374,06:14:00,06:14:00,stop_2603280916_63813,7,,,,,,
trip_2603280921_10374,06:16:00,06:16:00,stop_2603280916_69358,8,,,,,,
trip_2603280921_10374,06:18:00,06:18:00,stop_2603280916_20382,9,,,,,,
trip_2603280921_10374,06:20:00,06:20:00,stop_2603280916_13089,10,,,,,,
trip_2603280921_10374,06:22:00,06:22:00,stop_2603280916_71043,11,,,,,,
trip_2603280921_10374,06:24:00,06:24:00,stop_2603280916_32843,12,,,,,,
trip_2603280921_10374,06:26:00,06:26:00,stop_2603280916_24592,13,,,,,,
trip_2603280921_10374,06:28:00,06:28:00,stop_2603280916_79480,14,,,,,,
trip_2603280921_10374,06:30:00,06:30:00,stop_2603280916_70629,15,,,,,,
trip_2603280921_10374,06:32:00,06:32:00,stop_2603280916_90268,16,,,,,,
trip_2603280921_10374,06:34:00,06:34:00,stop_2603280916_74167,17,,,,,,
trip_2603280921_10374,06:36:00,06:36:00,stop_2603280916_25063,18,,,,,,
trip_2603280921_38987,06:00:00,06:00:00,stop_2603280916_80828,0,,,,,,
trip_2603280921_38987,06:02:00,06:02:00,stop_2603280916_27515,1,,,,,,
trip_2603280921_38987,06:04:00,06:04:00,stop_2603280916_19271,2,,,,,,
trip_2603280921_38987,06:06:00,06:06:00,stop_2603280916_76068,3,,,,,,
trip_2603280921_38987,06:08:00,06:08:00,stop_2603280916_79695,4,,,,,,
trip_2603280921_38987,06:10:00,06:10:00,stop_2603280916_81106,5,,,,,,
trip_2603280921_38987,06:12:00,06:12:00,stop_2603280916_45159,6,,,,,,
trip_2603280921_38987,06:14:00,06:14:00,stop_2603280916_63813,7,,,,,,
trip_2603280921_38987,06:16:00,06:16:00,stop_2603280916_69358,8,,,,,,
trip_2603280921_38987,06:18:00,06:18:00,stop_2603280916_20382,9,,,,,,
trip_2603280921_38987,06:20:00,06:20:00,stop_2603280916_13089,10,,,,,,
trip_2603280921_38987,06:22:00,06:22:00,stop_2603280916_71043,11,,,,,,
trip_2603280921_38987,06:24:00,06:24:00,stop_2603280916_32843,12,,,,,,
trip_2603280921_38987,06:26:00,06:26:00,stop_2603280916_24592,13,,,,,,
trip_2603280921_38987,06:28:00,06:28:00,stop_2603280916_79480,14,,,,,,
trip_2603280921_38987,06:30:00,06:30:00,stop_2603280916_70629,15,,,,,,
trip_2603280921_38987,06:32:00,06:32:00,stop_2603280916_90268,16,,,,,,
trip_2603280921_38987,06:34:00,06:34:00,stop_2603280916_74167,17,,,,,,
trip_2603280921_38987,06:36:00,06:36:00,stop_2603280916_25063,18,,,,,,
trip_2603280916_10041,08:00:00,08:00:00,stop_2603280916_47444,0,,,,,,
trip_2603280916_10041,08:02:00,08:02:00,stop_2603280916_71729,1,,,,,,
trip_2603280916_10041,08:04:00,08:04:00,stop_2603280916_41182,2,,,,,,
trip_2603280916_10041,08:06:00,08:06:00,stop_2603280916_60867,3,,,,,,
trip_2603280916_10041,08:08:00,08:08:00,stop_2603280916_84168,4,,,,,,
trip_2603280916_10041,08:10:00,08:10:00,stop_2603280916_43989,5,,,,,,
trip_2603280916_10041,08:12:00,08:12:00,stop_2603280916_98068,6,,,,,,
trip_2603280916_10041,08:14:00,08:14:00,stop_2603280916_65425,7,,,,,,
trip_2603280916_10041,08:16:00,08:16:00,stop_2603280916_31670,8,,,,,,
trip_2603280916_10041,08:18:00,08:18:00,stop_2603280916_75386,9,,,,,,
trip_2603280916_10041,08:20:00,08:20:00,stop_2603280916_04279,10,,,,,,
trip_2603280916_10041,08:22:00,08:22:00,stop_2603280916_58955,11,,,,,,
trip_2603280916_10041,08:24:00,08:24:00,stop_2603280916_75963,12,,,,,,
trip_2603280916_10041,08:26:00,08:26:00,stop_2603280916_00202,13,,,,,,
trip_2603280916_10041,08:28:00,08:28:00,stop_2603280916_02706,14,,,,,,
trip_2603280916_10041,08:30:00,08:30:00,stop_2603280916_89816,15,,,,,,
trip_2603280916_10041,08:32:00,08:32:00,stop_2603280916_09306,16,,,,,,
trip_2603280921_38571,06:00:00,06:00:00,stop_2603280916_47444,0,,,,,,
trip_2603280921_38571,06:02:00,06:02:00,stop_2603280916_71729,1,,,,,,
trip_2603280921_38571,06:04:00,06:04:00,stop_2603280916_41182,2,,,,,,
trip_2603280921_38571,06:06:00,06:06:00,stop_2603280916_60867,3,,,,,,
trip_2603280921_38571,06:08:00,06:08:00,stop_2603280916_84168,4,,,,,,
trip_2603280921_38571,06:10:00,06:10:00,stop_2603280916_43989,5,,,,,,
trip_2603280921_38571,06:12:00,06:12:00,stop_2603280916_98068,6,,,,,,
trip_2603280921_38571,06:14:00,06:14:00,stop_2603280916_65425,7,,,,,,
trip_2603280921_38571,06:16:00,06:16:00,stop_2603280916_31670,8,,,,,,
trip_2603280921_38571,06:18:00,06:18:00,stop_2603280916_75386,9,,,,,,
trip_2603280921_38571,06:20:00,06:20:00,stop_2603280916_04279,10,,,,,,
trip_2603280921_38571,06:22:00,06:22:00,stop_2603280916_58955,11,,,,,,
trip_2603280921_38571,06:24:00,06:24:00,stop_2603280916_75963,12,,,,,,
trip_2603280921_38571,06:26:00,06:26:00,stop_2603280916_00202,13,,,,,,
trip_2603280921_38571,06:28:00,06:28:00,stop_2603280916_02706,14,,,,,,
trip_2603280921_38571,06:30:00,06:30:00,stop_2603280916_89816,15,,,,,,
trip_2603280921_38571,06:32:00,06:32:00,stop_2603280916_09306,16,,,,,,
trip_2603280921_26556,06:00:00,06:00:00,stop_2603280916_47444,0,,,,,,
trip_2603280921_26556,06:02:00,06:02:00,stop_2603280916_71729,1,,,,,,
trip_2603280921_26556,06:04:00,06:04:00,stop_2603280916_41182,2,,,,,,
trip_2603280921_26556,06:06:00,06:06:00,stop_2603280916_60867,3,,,,,,
trip_2603280921_26556,06:08:00,06:08:00,stop_2603280916_84168,4,,,,,,
trip_2603280921_26556,06:10:00,06:10:00,stop_2603280916_43989,5,,,,,,
trip_2603280921_26556,06:12:00,06:12:00,stop_2603280916_98068,6,,,,,,
trip_2603280921_26556,06:14:00,06:14:00,stop_2603280916_65425,7,,,,,,
trip_2603280921_26556,06:16:00,06:16:00,stop_2603280916_31670,8,,,,,,
trip_2603280921_26556,06:18:00,06:18:00,stop_2603280916_75386,9,,,,,,
trip_2603280921_26556,06:20:00,06:20:00,stop_2603280916_04279,10,,,,,,
trip_2603280921_26556,06:22:00,06:22:00,stop_2603280916_58955,11,,,,,,
trip_2603280921_26556,06:24:00,06:24:00,stop_2603280916_75963,12,,,,,,
trip_2603280921_26556,06:26:00,06:26:00,stop_2603280916_00202,13,,,,,,
trip_2603280921_26556,06:28:00,06:28:00,stop_2603280916_02706,14,,,,,,
trip_2603280921_26556,06:30:00,06:30:00,stop_2603280916_89816,15,,,,,,
trip_2603280921_26556,06:32:00,06:32:00,stop_2603280916_09306,16,,,,,,
trip_2603281205_56025,08:00:00,08:00:00,stop_2603280916_80828,0,,,,,,
trip_2603281205_56025,08:02:00,08:02:00,stop_2603280916_27515,1,,,,,,
trip_2603281205_56025,08:04:00,08:04:00,stop_2603280916_19271,2,,,,,,
trip_2603281205_56025,08:06:00,08:06:00,stop_2603280916_76068,3,,,,,,
trip_2603281205_56025,08:08:00,08:08:00,stop_2603280916_79695,4,,,,,,
trip_2603281205_56025,08:10:00,08:10:00,stop_2603280916_81106,5,,,,,,
trip_2603281205_56025,08:12:00,08:12:00,stop_2603280916_45159,6,,,,,,
trip_2603281205_56025,08:14:00,08:14:00,stop_2603280916_63813,7,,,,,,
trip_2603281205_56025,08:16:00,08:16:00,stop_2603280916_69358,8,,,,,,
trip_2603281205_56025,08:18:00,08:18:00,stop_2603281205_46525,9,,,,,,
trip_2603281205_56025,08:20:00,08:20:00,stop_2603281205_60471,10,,,,,,
trip_2603281205_56025,08:22:00,08:22:00,stop_2603280916_17322,11,,,,,,
trip_2603281205_56025,08:24:00,08:24:00,stop_2603281205_55708,12,,,,,,
trip_2603281205_56025,08:26:00,08:26:00,stop_2603281205_05861,13,,,,,,
trip_2603281205_56025,08:28:00,08:28:00,stop_2603281205_82824,14,,,,,,
trip_2603281205_26455,08:00:00,08:00:00,stop_2603281205_27448,0,,,,,,
trip_2603281205_26455,08:02:00,08:02:00,stop_2603281205_80246,1,,,,,,
trip_2603281205_26455,08:04:00,08:04:00,stop_2603281205_06647,2,,,,,,
trip_2603281205_26455,08:06:00,08:06:00,stop_2603280916_87512,3,,,,,,
trip_2603281205_26455,08:08:00,08:08:00,stop_2603281205_05538,4,,,,,,
trip_2603281205_26455,08:10:00,08:10:00,stop_2603280916_11606,5,,,,,,
trip_2603281205_26455,08:12:00,08:12:00,stop_2603280916_65425,6,,,,,,
trip_2603281205_26455,08:14:00,08:14:00,stop_2603280916_31670,7,,,,,,
trip_2603281205_26455,08:16:00,08:16:00,stop_2603280916_75386,8,,,,,,
